user_id,conference_key,rating,review,timestamp
user_31,STACS - International Symposium on Theoretical Aspects of Computer Science,2,The weather at the location was a major downside. The technical depth of the papers was disappointing this year.,1747542020
user_31,"ACSSC - Asilomar Conference on Signals, Systems and Computing",5,The industry keynote provided a much-needed real-world perspective. A very scenic and enjoyable location for a conference. I found the sessions incredibly insightful. The social events were vibrant and well-attended.,1723450338
user_31,PODS - ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,5,The poster sessions were buzzing with energy and great discussions. The quality of accepted papers was consistently high.,1726313031
user_31,WSC - Winter Simulation Conference,5,"A very scenic and enjoyable location for a conference. A fantastic lineup of papers, especially in my sub-field. A thought-provoking and memorable keynote lineup. Impeccably organized from start to finish.",1693048589
user_31,"Mobisys - ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",3,The conference app made it easy to connect with other attendees. The location was inconvenient and difficult to get to.,1705561999
user_31,GECCO - Genetic and Evolutionary Computations,5,Registration was a breeze and the staff were very helpful. The conference app made it easy to connect with other attendees.,1676653229
user_31,IJCCI - International Joint Conference on Computational Intelligence,4,"The research was strong; however, . Registration was a breeze and the staff were very helpful. A fantastic lineup of papers, especially in my sub-field. The catering was subpar and options were very limited.",1694704561
user_31,AI - Australasian Joint Conference on Artificial Intelligence,5,The keynote speakers were world-class and truly inspiring. Exceptional networking opportunities with leading researchers.,1664093358
user_31,ICGT - International Conference on Graph Transformations,1,"The social events were poorly planned and sparsely attended. The location was inconvenient and difficult to get to. Poor value for money, considering the additional costs.",1672394508
user_31,CIBCB - IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,4,"It was a good conference, although. A beautiful and well-equipped venue. The host city was a wonderful choice, with plenty to see and do. The catering was subpar and options were very limited.",1667462218
user_31,IKE - International Conference on Information and Knowledge Engineering,5,Registration was a breeze and the staff were very helpful. The quality of accepted papers was consistently high.,1728627264
user_31,IDA - Intelligent Data Analysis,3,The catering was subpar and options were very limited. A beautiful and well-equipped venue.,1678350449
user_31,ICCD - IEEE International Conference on Computer Design,4,I found the sessions incredibly insightful.,1725466040
user_31,SYNASC - International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,2,"While I enjoyed the keynotes, . The location was inconvenient and difficult to get to. The program was too broad, lacking focus. Registration was a breeze and the staff were very helpful.",1676336177
user_31,IEEE CIFEr - IEEE Symposium on Computational Intelligence for Financial Engineering,2,A boring host city with very few amenities nearby.,1717357103
user_31,DISC - International Symposium on Distributed Computing (was WDAG),5,Seamless transitions between sessions and clear communication. The social events were vibrant and well-attended. Great location with easy access to transport and restaurants.,1737623691
user_31,HCW - Heterogeneity in Computing Workshop,5,"The conference app made it easy to connect with other attendees. The technical program was exceptionally strong. The industry keynote provided a much-needed real-world perspective. The host city was a wonderful choice, with plenty to see and do.",1662472320
user_31,"WoWMoM - IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",3,The hybrid format had both pros and cons. This year's theme was very specific.,1749127841
user_31,JSSPP - Workshop on Job Scheduling Strategies for Parallel Processing,3,The catering was subpar and options were very limited. The social events were vibrant and well-attended.,1726939551
user_31,ISSDQ - International Symposium on Spatial Data Quality,2,"It was a good conference, although. Poor value for money, considering the additional costs. The weather at the location was a major downside. Exceptional networking opportunities with leading researchers.",1750429401
user_31,LREC - Language Resources and Evaluation Conference,3,This year's theme was very specific.,1733896657
user_31,"CAivDE - Computer Animation, Information Visualisation, and Digital Effects",4,"The research was strong; however, . The social events were vibrant and well-attended. The technical program was exceptionally strong. The location was inconvenient and difficult to get to.",1684562272
user_31,ICCV - IEEE International Conference on Computer Vision,3,The attendance was predominantly from academia.,1705785186
user_31,IUI - International Conference on Intelligent User Interfaces,2,Poor communication from the organizers before and during the event. The location was inconvenient and difficult to get to.,1712543179
user_31,PSIVT - Pacific-Rim Symposium on Image and Video Technology,3,This year's theme was very specific. The attendance was predominantly from academia.,1712395261
user_31,TCC - Theory of Cryptography Conference,2,"Overall a positive experience, but. The official conference hotel was extremely overpriced. The location was inconvenient and difficult to get to. Impeccably organized from start to finish.",1729424738
user_31,AiML - Advances in Modal Logic,4,The quality of accepted papers was consistently high.,1713500382
user_31,IMVIP - International Machine Vision and Image Processing Conference,3,"Seamless transitions between sessions and clear communication. The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1742905015
user_31,EDOC - IEEE International Enterprise Distributed Object Computing Conference,5,Registration was a breeze and the staff were very helpful. Great location with easy access to transport and restaurants.,1748006175
user_31,GI - IEEE Global Internet Symposium,4,"Overall a positive experience, but. The keynote speakers were world-class and truly inspiring. I found the sessions incredibly insightful. The organization felt chaotic and last-minute.",1693864963
user_31,ASSETS - International ACM SIGACCESS Conference on Computers and Accessibility,3,The organization felt chaotic and last-minute. Impeccably organized from start to finish.,1710361241
user_31,IndiaHCI - Indian Conference on Human-Computer Interaction,4,Impeccably organized from start to finish. The conference app made it easy to connect with other attendees.,1720189589
user_31,Graph-hoc - Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,2,The location was inconvenient and difficult to get to.,1710421540
user_31,MUM - Mobile and Ubiquitous Multimedia (ACM),5,"A beautiful and well-equipped venue. A fantastic lineup of papers, especially in my sub-field. The host city was a wonderful choice, with plenty to see and do. The industry keynote provided a much-needed real-world perspective.",1712588676
user_31,ESEM - International Symposium on Empirical Software Engineering and Measurement,2,The poster session was disorganized and cramped. A boring host city with very few amenities nearby.,1721188998
user_31,MEDES - International Conference on Management of Digital EcoSystems,4,"The research was strong; however, . The organizing committee did a phenomenal job. The keynote speakers were world-class and truly inspiring. The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1717409134
user_31,SIGIR - ACM International Conference on Research and Development in Information Retrieval,2,"While I enjoyed the keynotes, . Poor communication from the organizers before and during the event. The registration fee was unjustifiably high for the value provided. I made several valuable connections for future collaborations.",1719334537
user_31,ASRU - IEEE Automatic Speech Recognition and Understanding Workshop,4,I found the sessions incredibly insightful.,1703682971
user_31,ICCE - International Conference on Computers in Education,4,Exceptional networking opportunities with leading researchers.,1733226126
user_31,PLOP - Pattern Languages of Programs,3,There was a noticeable shift in focus towards industry applications.,1720694121
user_31,HRI - ACM/IEEE International Conference on Human-Robot Interaction,3,The location was inconvenient and difficult to get to. The organizing committee did a phenomenal job.,1679507837
user_31,Interspeech - Interspeech (combined EuroSpeech and ICSLP in 2000),1,"The cost is becoming a significant barrier for students and academics from smaller institutions. The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1723596756
user_31,PCS - International Picture Coding Symposium,4,"While I enjoyed the keynotes, . The organizing committee did a phenomenal job. A thought-provoking and memorable keynote lineup. The organization felt chaotic and last-minute.",1735497216
user_31,"RoVISP - International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",3,The conference seemed smaller than in previous years. The hybrid format had both pros and cons.,1682061530
user_31,ALIFE - International Conference on the Simulation and Synthesis of Living Systems,5,The technical program was exceptionally strong. I made several valuable connections for future collaborations. The organizing committee did a phenomenal job. The industry keynote provided a much-needed real-world perspective.,1668847910
user_31,SEC - ACM/IEEE Symposium on Edge Computing,3,This year's theme was very specific. The attendance was predominantly from academia.,1707236941
user_31,IPIN - International Conference on Indoor Positioning and Indoor Navigation,2,"The Wi-Fi was unreliable, which is unacceptable for a tech conference. Some presentations were rushed and poorly prepared.",1672118750
user_31,SIGMETRICS - Measurement and Modeling of Computer Systems,3,A beautiful and well-equipped venue. The location was inconvenient and difficult to get to.,1685665643
user_429,ICICSE - International Conference on Internet Computing in Science and Engineering,4,A thought-provoking and memorable keynote lineup.,1739541002
user_429,IEEE SIS - IEEE Swarm Intelligence Symposium,1,A boring host city with very few amenities nearby. Too many parallel tracks made it impossible to see everything of interest.,1705068371
user_429,ACSAC - Annual Computer Security Applications Conference,3,"The venue was too small for the number of attendees, leading to overcrowding. Exceptional networking opportunities with leading researchers.",1676977203
user_429,SPAA - Symposium on Parallelism in Algorithms and Architectures,5,A beautiful and well-equipped venue. Exceptional networking opportunities with leading researchers. Great location with easy access to transport and restaurants. The quality of accepted papers was consistently high.,1719231007
user_429,"CODES+ISSS - International Conference on Hardware/Software Codesign and System Synthesis (previously ISSN, changed in 2003)",4,Great location with easy access to transport and restaurants. The quality of accepted papers was consistently high.,1685857177
user_429,FTfJP - Workshop on Formal Techniques for Java-like Programs,5,"The keynote speakers were world-class and truly inspiring. A fantastic lineup of papers, especially in my sub-field. The conference app made it easy to connect with other attendees.",1750875648
user_429,CogSIMA - IEEE Conference on Cognitive and Computational Aspects of Situation Management,2,The official conference hotel was extremely overpriced. Felt like many presentations were incremental at best.,1674885704
user_429,IPDPS - IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),5,I made several valuable connections for future collaborations. The organizing committee did a phenomenal job.,1715367500
user_429,Tapia - Richard Tapia Celebration of Diversity in Computing Conference,2,"While I enjoyed the keynotes, . The poster session was disorganized and cramped. The catering was subpar and options were very limited. Seamless transitions between sessions and clear communication.",1667931982
user_429,MMM - International Conference on Multimedia Modelling,3,I made several valuable connections for future collaborations. A boring host city with very few amenities nearby.,1707674255
user_429,ICMI - International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),4,"The research was strong; however, . Registration was a breeze and the staff were very helpful. A fantastic lineup of papers, especially in my sub-field. The location was inconvenient and difficult to get to.",1694280950
user_429,"ICSME - IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",1,The weather at the location was a major downside. Felt like many presentations were incremental at best. The poster session was disorganized and cramped.,1719314549
user_429,IWCIA - International Workshop on Combinatorial Image Analysis: Theory and Applications,3,The organizing committee did a phenomenal job. Poor communication from the organizers before and during the event.,1734841320
user_429,PAM - Passive and Active Measurement Conference,5,The social events were vibrant and well-attended. Groundbreaking research was presented throughout.,1690980168
user_429,MobiSPC - International Conference on Mobile Systems and Pervasive Computing,4,"While I enjoyed the keynotes, . The organizing committee did a phenomenal job. The social events were vibrant and well-attended. A boring host city with very few amenities nearby.",1692196243
user_429,SAC - ACM Symposium on Applied Computing,3,The attendance was predominantly from academia. The conference seemed smaller than in previous years.,1700608966
user_429,ECSA - European Conference on Software Architecture,5,"Seamless transitions between sessions and clear communication. The host city was a wonderful choice, with plenty to see and do.",1751701755
user_429,LATA - International Conference on Language and Automata Theory and Applications,4,The keynote speakers were world-class and truly inspiring.,1710098436
user_429,DeSE - Developments in eSystems Engineering,5,The conference app made it easy to connect with other attendees. Registration was a breeze and the staff were very helpful. Great location with easy access to transport and restaurants. I found the sessions incredibly insightful.,1741261625
user_429,MICC - Malaysia International Conference on Communications,1,The weather at the location was a major downside. Very few structured opportunities to connect with senior figures in the field.,1738080908
user_429,ICPM - International Conference on Process Mining,4,"Overall a positive experience, but. The host city was a wonderful choice, with plenty to see and do. A fantastic lineup of papers, especially in my sub-field. The weather at the location was a major downside.",1728081211
user_429,TABLEAUX - International Conference on Theorem Proving with Analytic Tableaux and Related Methods,1,Very few structured opportunities to connect with senior figures in the field. The location was inconvenient and difficult to get to.,1747385008
user_429,CIS - IEEE International Conference on Cybernetics and Intelligent Systems,3,I made several valuable connections for future collaborations. A boring host city with very few amenities nearby.,1722452242
user_429,ECSQARU - European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,1,A boring host city with very few amenities nearby. The cost is becoming a significant barrier for students and academics from smaller institutions.,1694339952
user_429,SETA - International Conference on Sequences and their Applications,2,"Overall a positive experience, but. The cost is becoming a significant barrier for students and academics from smaller institutions. Felt like many presentations were incremental at best. The organizing committee did a phenomenal job.",1676434550
user_429,CHI - International Conference on Human Factors in Computing Systems,3,The hybrid format had both pros and cons.,1680020039
user_429,CIT - IEEE International Conference on Computer and Information Technology,4,The quality of accepted papers was consistently high.,1708926335
user_429,ICCP - IEEE International Conference on Intelligent Computer Communication and Processing,2,"The research was strong; however, . The location was inconvenient and difficult to get to. Some presentations were rushed and poorly prepared. The poster sessions were buzzing with energy and great discussions.",1726589836
user_429,"UMAP - International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",2,A boring host city with very few amenities nearby. The catering was subpar and options were very limited.,1740143477
user_429,ACISP - Australasian Conference on Information Security and Privacy,3,The hybrid format had both pros and cons. There was a noticeable shift in focus towards industry applications.,1740836185
user_429,Middleware - ACM/IFIP/USENIX International Middleware Conference,2,A boring host city with very few amenities nearby.,1702026382
user_429,SST - Australasian Speech Science and Technology,4,A very scenic and enjoyable location for a conference.,1670644491
user_429,CERIAS - Information Security Symposium,1,"The weather at the location was a major downside. Poor value for money, considering the additional costs.",1749221800
user_429,NPC - IFIP International Conference on Network and Parallel Computing,5,A very scenic and enjoyable location for a conference. The social events were vibrant and well-attended. Registration was a breeze and the staff were very helpful. The keynote speakers were world-class and truly inspiring.,1674349594
user_429,ESOP - European Symposium on Programming,4,"While I enjoyed the keynotes, . The quality of accepted papers was consistently high. The host city was a wonderful choice, with plenty to see and do. The organization felt chaotic and last-minute.",1744711327
user_429,VINCI - Visual Information Communication and Interaction,2,"The registration fee was unjustifiably high for the value provided. The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1670054226
user_429,ACIVS - Advanced Concepts for Intelligent Vision Systems,4,"Overall a positive experience, but. A thought-provoking and memorable keynote lineup. Impeccably organized from start to finish. The weather at the location was a major downside.",1681249133
user_429,SIN - International Conference on Security of Information and Networks,3,The hybrid format had both pros and cons. There was a noticeable shift in focus towards industry applications.,1713525691
user_429,ICWE - International Conference on Web Engineering,1,"The social events were poorly planned and sparsely attended. Poor value for money, considering the additional costs. Poor communication from the organizers before and during the event. The weather at the location was a major downside.",1722070852
user_429,AST - Automation of Software Test,3,This year's theme was very specific.,1665418570
user_429,DASFAA - International Conference on Database Systems for Advanced Applications,4,"Overall a positive experience, but. A fantastic lineup of papers, especially in my sub-field. The organizing committee did a phenomenal job. Poor communication from the organizers before and during the event.",1722742095
user_429,COLT - Conference on Learning Theory,4,"It was a good conference, although. Impeccably organized from start to finish. Groundbreaking research was presented throughout. Poor communication from the organizers before and during the event.",1747239287
user_429,PLDI - ACM-SIGPLAN Conference on Programming Language Design and Implementation,4,"The research was strong; however, . The technical program was exceptionally strong. I made several valuable connections for future collaborations. The weather at the location was a major downside.",1740839258
user_429,PG - Pacific Conference on Computer Graphics and Applications,3,Poor communication from the organizers before and during the event. Exceptional networking opportunities with leading researchers.,1729554834
user_429,RoboCup - Robot Soccer World Cup,4,"Overall a positive experience, but. A fantastic lineup of papers, especially in my sub-field. The industry keynote provided a much-needed real-world perspective. The organization felt chaotic and last-minute.",1716874668
user_429,ASPLOS - Architectural Support for Programming Languages and Operating Systems,3,This year's theme was very specific. There was a noticeable shift in focus towards industry applications.,1708914441
user_429,IWANN - International Work-Conference on Artificial and Natural Neural Networks,3,There was a noticeable shift in focus towards industry applications. The conference seemed smaller than in previous years.,1712366486
user_429,CIDR - Conference on Innovative Data Systems Research,4,"The research was strong; however, . A very scenic and enjoyable location for a conference. The quality of accepted papers was consistently high. Poor communication from the organizers before and during the event.",1686674402
user_429,CGI - Computer Graphics International,4,"While I enjoyed the keynotes, . The quality of accepted papers was consistently high. Great location with easy access to transport and restaurants. The location was inconvenient and difficult to get to.",1690179116
user_429,ISC - Information Security Conference,2,"It was a good conference, although. Felt like many presentations were incremental at best. The Wi-Fi was unreliable, which is unacceptable for a tech conference. A beautiful and well-equipped venue.",1711642508
user_429,SPM - ACM Symposium on Solid and Physical Modelling,5,"The social events were vibrant and well-attended. The host city was a wonderful choice, with plenty to see and do. Seamless transitions between sessions and clear communication.",1737960825
user_429,REFSQ - International Workshop on Requirements Engineering: Foundation for Software Quality,2,Felt like many presentations were incremental at best. Poor communication from the organizers before and during the event.,1720084677
user_429,TAP - International Conference on Tests and Proofs,5,Registration was a breeze and the staff were very helpful. A thought-provoking and memorable keynote lineup. Great location with easy access to transport and restaurants.,1738549436
user_429,AIAI - Artificial Intelligence Applications and Innovations,2,"While I enjoyed the keynotes, . The weather at the location was a major downside. The poster session was disorganized and cramped. The organizing committee did a phenomenal job.",1730653504
user_429,ICVR - International Conference on Virtual Rehabilitation,2,"It was a good conference, although. The location was inconvenient and difficult to get to. The catering was subpar and options were very limited. Impeccably organized from start to finish.",1710170207
user_429,OOPSLA - ACM Conference on Object Oriented Programming Systems Languages and Applications,3,A boring host city with very few amenities nearby. The poster sessions were buzzing with energy and great discussions.,1706446929
user_429,VTS - IEEE VLSI Test Symposium,3,The hybrid format had both pros and cons. The attendance was predominantly from academia.,1743878342
user_429,"SC - International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",4,"It was a good conference, although. The quality of accepted papers was consistently high. Great location with easy access to transport and restaurants. The weather at the location was a major downside.",1695815613
user_429,VizSec - International Workshop on Visualization for Cyber Security,4,The keynote speakers were world-class and truly inspiring.,1666602868
user_429,"ABZ - International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",4,The quality of accepted papers was consistently high. Impeccably organized from start to finish.,1744653695
user_429,ETHICOMP - ETHICOMP Conference,3,The attendance was predominantly from academia. The hybrid format had both pros and cons.,1733800917
user_429,ISCA - ACM International Symposium on Computer Architecture,5,Registration was a breeze and the staff were very helpful. A very scenic and enjoyable location for a conference. The keynote speakers were world-class and truly inspiring. The technical program was exceptionally strong.,1717569186
user_429,SSDBM - International Conference on Scientific and Statistical Data Base Management,4,"The research was strong; however, . Great location with easy access to transport and restaurants. The organizing committee did a phenomenal job. A boring host city with very few amenities nearby.",1713267223
user_429,InfVis - Information Visualisation Theory and Practice,3,"The poster sessions were buzzing with energy and great discussions. The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1693270584
user_429,GPCE - International Conference on Generative Programming and Component Engineering,3,This year's theme was very specific.,1723074349
user_429,NAACL - North American Association for Computational Linguistics,5,A thought-provoking and memorable keynote lineup. Impeccably organized from start to finish.,1692653566
user_429,INISTA - International Symposium on Innovations in Intelligent Systems and Applications,5,Great location with easy access to transport and restaurants. Exceptional networking opportunities with leading researchers. Seamless transitions between sessions and clear communication.,1690733836
user_429,ICMV - International Conference on Machine Vision,5,The quality of accepted papers was consistently high. The poster sessions were buzzing with energy and great discussions. The industry keynote provided a much-needed real-world perspective.,1742588751
user_429,Ada-Europe - International Conference on Reliable Software Technologies,5,The social events were vibrant and well-attended. Great location with easy access to transport and restaurants.,1701986999
user_429,DAFX - Digital Audio Effects Conference,4,Registration was a breeze and the staff were very helpful.,1681420402
user_151,ICPP - International Conference on Parallel Processing,3,The catering was subpar and options were very limited. The quality of accepted papers was consistently high.,1727487747
user_151,PSD - Privacy in Statistical Databases,3,The keynote speakers were world-class and truly inspiring. The technical depth of the papers was disappointing this year.,1663513780
user_151,ICLR - International Conference on Learning Representations,3,A thought-provoking and memorable keynote lineup. The catering was subpar and options were very limited.,1739548468
user_151,EuroS&P - IEEE European Symposium on Security and Privacy,2,"The research was strong; however, . A boring host city with very few amenities nearby. Felt like many presentations were incremental at best. A fantastic lineup of papers, especially in my sub-field.",1715132502
user_151,ACCMCC - Australasian Conference on Combinatorial Mathematics and Combinatorial Computing,3,Poor communication from the organizers before and during the event. A thought-provoking and memorable keynote lineup.,1725352157
user_151,SOFA - International Workshop on Soft Computing Applications,5,The quality of accepted papers was consistently high. A very scenic and enjoyable location for a conference.,1714321117
user_151,SIGGRAPH - ACM SIG International Conference on Computer Graphics and Interactive Techniques,3,This year's theme was very specific. There was a noticeable shift in focus towards industry applications.,1734778948
user_151,TridentCom - Testbeds and Research Infrastructures for the Development of Networks and Communities,3,"The industry keynote provided a much-needed real-world perspective. The venue was too small for the number of attendees, leading to overcrowding.",1702304062
user_151,ISDA - International Conference on Intelligent Systems Designs and Applications,5,The keynote speakers were world-class and truly inspiring. A beautiful and well-equipped venue.,1697891248
user_151,IPCO - Conference on Integer Programming and Combinatorial Optimization,5,The keynote speakers were world-class and truly inspiring. I found the sessions incredibly insightful. Exceptional networking opportunities with leading researchers.,1692266121
user_151,ADMA - International Conference on Advanced Data Mining and Applications,3,This year's theme was very specific. There was a noticeable shift in focus towards industry applications.,1708048266
user_151,EWSN - International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),5,A thought-provoking and memorable keynote lineup. Great location with easy access to transport and restaurants. The organizing committee did a phenomenal job.,1671018864
user_151,PPSN - Parallel Problem Solving from Nature,3,"A thought-provoking and memorable keynote lineup. The program was too broad, lacking focus.",1673272015
user_151,ICISP - International Conference on Image and Signal Processing,3,Poor communication from the organizers before and during the event. The technical program was exceptionally strong.,1673659675
user_151,ISMIS - International Symposium on Foundations of Intelligent Systems,2,"The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1727552738
user_151,FG - IEEE International Conference on Automatic Face and Gesture Recognition,2,The social events were poorly planned and sparsely attended. Felt like many presentations were incremental at best.,1663038693
user_151,ICMLA - International Conference on Machine Learning and Applications,4,Seamless transitions between sessions and clear communication. Great location with easy access to transport and restaurants.,1687220497
user_151,"SETTA - International Symposium on Software Engineering: Theories, Tools, and Applications",4,"While I enjoyed the keynotes, . The quality of accepted papers was consistently high. The opening keynote set a fantastic tone for the entire event. The venue was too small for the number of attendees, leading to overcrowding.",1739013270
user_151,IJCRS (was RSCTC) - International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),3,The catering was subpar and options were very limited. The quality of accepted papers was consistently high.,1700803827
user_151,COMAD - International Conference on Management of Data,3,This year's theme was very specific. There was a noticeable shift in focus towards industry applications.,1754470479
user_151,ICAART - International Conference on Agents and Artificial Intelligence,5,"The technical program was exceptionally strong. The host city was a wonderful choice, with plenty to see and do.",1743674686
user_151,WWW - International World Wide Web Conference,2,The registration fee was unjustifiably high for the value provided. The organization felt chaotic and last-minute.,1715567715
user_151,"ED-MEDIA - World Conference on Educational Multimedia, Hypermedia and Telecommunications",1,"Too many parallel tracks made it impossible to see everything of interest. Poor value for money, considering the additional costs. The catering was subpar and options were very limited.",1721660243
user_151,FDL - Forum on Specification and Design Languages,3,There was a noticeable shift in focus towards industry applications. The hybrid format had both pros and cons.,1662449144
user_151,FC - Financial Cryptography and Data Security Conference,5,The industry keynote provided a much-needed real-world perspective. The quality of accepted papers was consistently high. Seamless transitions between sessions and clear communication. I made several valuable connections for future collaborations.,1673922777
user_151,CiE - Computability in Europe: Logic and Theory of Algorithms,4,"It was a good conference, although. Impeccably organized from start to finish. The opening keynote set a fantastic tone for the entire event. The program was too broad, lacking focus.",1674380599
user_151,NZGDC - New Zealand Game Developers Conference,3,This year's theme was very specific. The attendance was predominantly from academia.,1728116893
user_151,MODSIM - International Congress on Modelling and Simulation,3,"The industry keynote provided a much-needed real-world perspective. The program was too broad, lacking focus.",1753902349
user_151,"DATE - Design, Automation and Test in Europe Conference",4,Seamless transitions between sessions and clear communication. Great location with easy access to transport and restaurants.,1720278263
user_151,RSS - Robotics: Science and Systems,3,There was a noticeable shift in focus towards industry applications. The attendance was predominantly from academia.,1671264046
user_151,PAM - Passive and Active Measurement Conference,1,"The venue was too small for the number of attendees, leading to overcrowding. Very few structured opportunities to connect with senior figures in the field.",1678057287
user_151,FCT - International Symposium on Fundamentals of Computation Theory,2,"While I enjoyed the keynotes, . Some presentations were rushed and poorly prepared. The catering was subpar and options were very limited. A fantastic lineup of papers, especially in my sub-field.",1672737656
user_151,ICPM - International Conference on Process Mining,5,The industry keynote provided a much-needed real-world perspective. The conference app made it easy to connect with other attendees. A beautiful and well-equipped venue.,1725560728
user_151,CANS - International Conference on Cryptology and Network Security,2,Very few structured opportunities to connect with senior figures in the field. The registration fee was unjustifiably high for the value provided.,1735320982
user_151,VTS - IEEE VLSI Test Symposium,5,The technical program was exceptionally strong. A thought-provoking and memorable keynote lineup.,1663201601
user_151,CCC - IEEE Conference on Computational Complexity,2,"Overall a positive experience, but. A boring host city with very few amenities nearby. Felt like many presentations were incremental at best. The industry keynote provided a much-needed real-world perspective.",1731006711
user_151,ETHICOMP - ETHICOMP Conference,1,"The program was too broad, lacking focus. The social events were poorly planned and sparsely attended. Poor value for money, considering the additional costs.",1671341920
user_151,MuC - Mensch & Computer,5,The conference app made it easy to connect with other attendees. A thought-provoking and memorable keynote lineup.,1717808273
user_151,SERVICES - IEEE Congress on Services,3,Poor communication from the organizers before and during the event. The industry keynote provided a much-needed real-world perspective.,1727268679
user_151,ICFP - International Conference on Functional Programming,5,"The host city was a wonderful choice, with plenty to see and do. A beautiful and well-equipped venue. The poster sessions were buzzing with energy and great discussions. A thought-provoking and memorable keynote lineup.",1676228115
user_151,FMCAD - Formal Methods in Computer-Aided Design,1,The organization felt chaotic and last-minute. The location was inconvenient and difficult to get to.,1702251018
user_151,EC-TEL - European Conference on Technology Enhanced Learning,2,The weather at the location was a major downside.,1749740560
user_151,WINCOM - International Conference on Wireless Networks and Mobile Communications,4,I found the sessions incredibly insightful. The industry keynote provided a much-needed real-world perspective.,1698337483
user_151,SEAA - Euromicro Conference on Software Engineering and Advanced Applications,3,"A thought-provoking and memorable keynote lineup. The program was too broad, lacking focus.",1703732015
user_151,FPL - Field Programmable Logic and Applications,1,"The location was inconvenient and difficult to get to. The poster session was disorganized and cramped. The Wi-Fi was unreliable, which is unacceptable for a tech conference.",1712595641
