2324,IEEE International Conference on Automation Science and Engineering,CASE,CORE2023,TBR,No,CSE,,
937,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,CORE2023,B,Yes,4606,,
965,International Conference on Computers and their Applications,CATA,CORE2023,National: USA,No,4601,,
331,Computer Aided Verification,CAV,CORE2023,A*,Yes,4612,4613,
936,International Conference on Compiler Construction,CC,CORE2023,B,Yes,4606,,
941,International Conference on Computability and Complexity in Analysis,CCA,CORE2023,C,No,4613,,
602,IEEE Conference on Computational Complexity,CCC,CORE2023,A,Yes,4613,,
2251,IEEE International Conference on Cloud Computing in Emerging Markets,CCEM,CORE2023,National:India,Yes,4606,4602,4605
695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,CORE2023,B,Yes,4606,,
12,ACM Conference on Computer and Communications Security,CCS,CORE2023,A*,Yes,4604,,
2223,International Cross-Domain Conference for Machine Learning and Knowledge Extraction,CD-MAKE,CORE2023,C,Yes,4602,4611,4608
398,"Cooperative Design, Visualization, and Engineering",CDVE,CORE2023,C,No,4608,,
2061,IEEE Congress on Evolutionary Computation,CEC,CORE2023,B,Yes,4602,,
826,Information Security Symposium,CERIAS,CORE2023,National: USA,No,4604,,
335,Computer Graphics International,CGI,CORE2023,C,Yes,4607,4603,
1362,International Symposium on Code Generation and Optimization,CGO,CORE2023,A,No,4612,,
1894,Workshop on Cryptographic Hardware and Embedded Systems,CHES,CORE2023,A,Yes,4604,,
1053,International Conference on Human Factors in Computing Systems,CHI,CORE2023,A*,Yes,4608,,
2259,CHI PLAY: The Annual Symposium on Computer-Human Interaction in Play,CHI PLAY,CORE2023,Journal Published,Yes,4608,4607,
2260,International Conference on Computer-Human Interaction Research and Applications,CHIRA,CORE2023,C,Yes,4608,,
1062,International Conference on Implementation and Application of Automata,CIAA,CORE2023,C,Yes,4613,,
737,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,CORE2023,C,No,4601,,
1099,International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,CORE2023,C,Yes,4602,,
2292,Conference on Intelligent Computer Mathematics,CICM,CORE2023,C,Yes,4613,4612,4602
731,IEEE Symposium on Computational Intelligence and Data Mining,CIDM,CORE2023,C,No,4605,4611,
369,Conference on Innovative Data Systems Research,CIDR,CORE2023,A,No,4605,,
326,Computability in Europe: Logic and Theory of Algorithms,CiE,CORE2023,C,No,4613,,
25,ACM International Conference on Information and Knowledge Management,CIKM,CORE2023,A,Yes,4605,4602,
641,IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2023,C,No,4602,,
945,International Conference on Computational Intelligence and Security,CIS,CORE2023,National: China,No,4604,,
327,Computational Intelligence in Security for Information Systems,CISIS,CORE2023,National: Spain,No,4604,,
939,"International Conference on Complex, Intelligent and Software Intensive Systems",CISIS,CORE2023,C,No,4606,,
368,Conference on Information Sciences and Systems,CISS,CORE2023,National: USA,No,4606,,
1589,Latin American Conference on Informatics,CLEI,CORE2023,C,Yes,4602,4612,4605
2300,International Conference on Cloud Computing and Services Science,CLOSER,CORE2023,C,Yes,4606,,
631,IEEE International Conference on Cloud Computing,CLOUD,CORE2023,B,Yes,4606,,
632,IEEE International Conference on Cluster Computing,CLUSTER,CORE2023,B,Yes,4606,,
969,International Conference on Computing and Combinatorics,COCOON,CORE2023,National:China,No,4613,,
2286,"International Conference on Control, Decision and Information Technologies",CoDIT,CORE2023,C,Yes,4612,4601,
120,Annual Meeting of the Cognitive Science Society,CogSci,CORE2023,B,Yes,4602,,
